,Have you Completed your Graduation ?,Highest Educational Qualification,Total no of years Experience [before joining Piramal],Average Incentive [per month] earned in your pervious company ?,Which Products you are selling in your pervious role ?,What was the average ticket size handled at your end in previous role ?,How many members are there in your family ?,How many are earning family members ? [Other then yourself]2,How many members are dependent on you ?,Department,Performance,same_first_digit
633,Full Time,Post Graduate,4.6,Above 10K,Personal Loan,INR 2L - INR 5L,3 - 4 members,1.0,3,Affordable Housing,0,1
634,Full Time,Under Graduate,0.0,Less than 3K,Housing Loan,INR 10L and above,5 & Above members,1.0,5,Mass Affluent Housing,0,1
635,Full Time,Under Graduate,2.0,Above 10K,Others,INR 50K - INR 2L,3 - 4 members,1.0,2,Mass Affluent Housing,1,1
636,Full Time,Post Graduate,4.0,3K-7K,Car Loan,INR 2L - INR 5L,5 & Above members,1.0,4,Business Loans,1,1
637,Full Time,Under Graduate,3.0,7K-10K,Car Loan,INR 5L - INR 15L,5 & Above members,1.0,0,Affordable Housing,1,1
638,Full Time,Under Graduate,6.0,7K-10K,CASA Account,INR 5L - INR 15L,1 - 2 members,1.0,1,Affordable Housing,0,1
639,Full Time,Under Graduate,0.0,Above 10K,CASA Account,INR 5L - INR 15L,3 - 4 members,1.0,2,Affordable Housing,0,1
640,Full Time,Post Graduate,2.0,3K-7K,Others,Fresher,5 & Above members,0.0,4,Mass Affluent Housing,1,1
641,Full Time,Under Graduate,0.0,Above 10K,Loan Against Property,INR 10L and above,3 - 4 members,1.0,0,Secured Business Loan,0,1
642,Full Time,Under Graduate,4.5,Above 10K,Car Loan,INR 15L and above,5 & Above members,4.0,2,Affordable Housing,0,1
643,Full Time,Under Graduate,5.0,3K-7K,Others,INR 2L - INR 5L,5 & Above members,2.0,2,Sales,1,1
644,Full Time,Post Graduate,4.0,Above 10K,Personal Loan,INR 15L and above,3 - 4 members,1.0,4,Sales,1,1
645,Full Time,Under Graduate,3.166666667,7K-10K,Housing Loan,INR 10L and above,3 - 4 members,1.0,2,Mass Affluent Housing,1,1
646,Full Time,Post Graduate,2.0,Nil,Housing Loan,INR 15L and above,5 & above members,2.0,2,Mass Affluent Housing,0,1
647,Full Time,Under Graduate,0.0,Above 10K,Loan Against Property,INR 10L and above,5 & Above members,1.0,0,Secured Business Loan,1,1
648,Full Time,Under Graduate,3.0,Less than 3K,Housing Loan,INR 50K and below,3 - 4 members,1.0,2,Affordable Housing,0,1
649,Full Time,Post Graduate,3.0,3K-7K,Housing Loan,INR 2L - INR 5L,5 & Above members,1.0,3,Affordable Housing,0,0
650,Full Time,Under Graduate,4.0,Above 10K,Others,INR 50K and below,3 - 4 members,2.0,4,Sales,0,1
651,Full Time,Under Graduate,6.0,3K-7K,Housing Loan,INR 2L - INR 5L,3 - 4 members,2.0,2,Affordable Housing,1,1
652,Full Time,Post Graduate,2.0,3K-7K,MSME / SME Loan,INR 5L - INR 15L,5 & Above members,2.0,4,Business Loans,0,1
653,Full Time,Under Graduate,3.0,Above 10K,MSME / SME Loan,INR 5L - INR 15L,1 - 2 members,1.0,1,Sales,1,1
654,Full Time,Under Graduate,2.0,Above 10K,Car Loan,INR 15L and above,3 - 4 members,1.0,4,Sales,1,1
655,Full Time,Under Graduate,5.0,7K-10K,Personal Loan,INR 2L - INR 5L,3 - 4 members,0.0,3,Affordable Housing,0,1
656,Full Time,Under Graduate,6.0,7K-10K,Housing Loan,INR 50K - INR 2L,3 - 4 members,4.0,0,Affordable Housing,0,1
657,Full Time,Under Graduate,3.0,7K-10K,Personal Loan,INR 10L and above,3 - 4 members,1.0,2,Sales,0,1
658,Full Time,Under Graduate,0.0,Nil,Others,Fresher,3 - 4 members,0.0,2,Business Loans,0,1
659,Full Time,Under Graduate,0.0,Nil,Car Loan,INR 5L - INR 15L,5 & Above members,1.0,4,Sales,0,1
660,Full Time,Post Graduate,4.8,7K-10K,Housing Loan,INR 15L and above,1 - 2 members,1.0,2,Affordable Housing,0,1
661,Full Time,Under Graduate,0.0,Nil,Others,Fresher,5 & Above members,4.0,0,Mass Affluent Housing,1,1
662,Full Time,Under Graduate,0.0,Above 10K,Car Loan,INR 10L and above,3 - 4 members,1.0,2,Sales,0,1
663,Full Time,Under Graduate,3.0,Above 10K,Car Loan,INR 2L - INR 5L,3 - 4 members,1.0,3,Sales,1,1
664,Full Time,Post Graduate,8.0,3K-7K,Others,INR 15L and above,5 & Above members,4.0,3,Mass Affluent Housing,1,1
665,Full Time,Under Graduate,0.0,Above 10K,Business Loan,INR 10L and above,3 - 4 members,1.0,3,Business Loans,0,0
666,Full Time,Post Graduate,15.0,3K-7K,Housing Loan,INR 5L - INR 15L,5 & above members,2.0,3,Affordable Housing,1,1
667,Full Time,Post Graduate,6.0,Above 10K,Housing Loan,INR 15L and above,3 - 4 members,1.0,3,Sales,1,1
668,Full Time,Under Graduate,4.0,Above 10K,Housing Loan,INR 15L and above,5 & Above members,5.0,0,Affordable Housing,1,1
669,Full Time,Under Graduate,4.0,Above 10K,Car Loan,INR 15L and above,3 - 4 members,1.0,2,Secured Business Loan,1,1
670,Full Time,Post Graduate,9.0,Less than 3K,Car Loan,INR 5L - INR 15L,5 & Above members,1.0,3,Sales,1,1
671,Full Time,Under Graduate,1.0,3K-7K,Housing Loan,INR 50K and below,3 - 4 members,0.0,4,Affordable Housing,0,1
672,Full Time,Post Graduate,0.0,Nil,Housing Loan,Fresher,5 & Above members,0.0,3,Mass Affluent Housing,0,1
673,Full Time,Under Graduate,0.0,Above 10K,Personal Loan,INR 2L - INR 5L,5 & Above members,1.0,2,Sales,0,1
674,Full Time,Under Graduate,0.0,Above 10K,Loan Against Property,INR 2L - INR 5L,5 & Above members,1.0,2,Secured Business Loan,0,1
675,Full Time,Post Graduate,1.0,7K-10K,Car Loan,INR 15L and above,5 & Above members,1.0,2,Affordable Housing,1,1
676,Full Time,Under Graduate,0.0,Nil,Housing Loan,Fresher,5 & Above members,1.0,3,Affordable Housing,0,1
677,Full Time,Under Graduate,7.0,3K-7K,Personal Loan,INR 2L - INR 5L,3 - 4 members,1.0,2,Sales,1,1
678,Full Time,Under Graduate,0.6,Less than 3K,Others,Fresher,3 - 4 members,1.0,2,Affordable Housing,0,1
679,Full Time,Post Graduate,1.4,Above 10K,Housing Loan,INR 15L and above,3 - 4 members,1.0,0,Affordable Housing,1,1
680,Full Time,Under Graduate,4.0,3K-7K,Others,INR 5L - INR 15L,3 - 4 members,1.0,4,Mass Affluent Housing,0,1
681,Full Time,Under Graduate,3.0,Above 10K,Housing Loan,INR 5L - INR 15L,3 - 4 members,1.0,3,Mass Affluent Housing,1,1
682,Full Time,Under Graduate,4.0,Above 10K,Others,INR 15L and above,5 & Above members,2.0,3,Mass Affluent Housing,0,1
683,Part Time,Under Graduate,3.0,7K-10K,Others,INR 50K and below,3 - 4 members,1.0,2,Secured Business Loan,0,1
684,Full Time,Under Graduate,0.0,Above 10K,Business Loan,INR 10L and above,5 & Above members,1.0,3,Business Loans,1,1
685,Full Time,Under Graduate,8.0,3K-7K,Others,INR 50K - INR 2L,3 - 4 members,1.0,2,Secured Business Loan,1,1
686,Full Time,Under Graduate,7.0,7K-10K,Car Loan,INR 2L - INR 5L,3 - 4 members,1.0,3,Sales,0,1
687,Full Time,Under Graduate,5.0,Above 10K,Others,INR 50K - INR 2L,5 & Above members,4.0,1,Mass Affluent Housing,0,1
688,Full Time,Under Graduate,0.0,Less than 3K,Car Loan,Fresher,3 - 4 members,1.0,3,Sales,0,1
689,Full Time,Under Graduate,1.0,3K-7K,Others,INR 2L - INR 5L,1 - 2 members,4.0,2,Secured Business Loan,1,1
690,Full Time,Post Graduate,0.0,3K-7K,Housing Loan,INR 10L and above,5 & Above members,1.0,4,Affordable Housing,0,1
691,Full Time,Under Graduate,0.0,Less than 3K,Others,Fresher,5 & Above members,1.0,0,Affordable Housing,0,1
692,Full Time,Under Graduate,10.0,Above 10K,Housing Loan,INR 15L and above,5 & Above members,1.0,3,Secured Business Loan,1,1
693,Full Time,Under Graduate,3.25,3K-7K,Housing Loan,INR 10L and above,3 - 4 members,1.0,0,Affordable Housing,1,1
694,Full Time,Under Graduate,2.0,Above 10K,Housing Loan,INR 15L and above,3 - 4 members,1.0,2,Mass Affluent Housing,0,1
695,Full Time,Under Graduate,8.0,Above 10K,MSME / SME Loan,INR 15L and above,3 - 4 members,4.0,4,Secured Business Loan,1,1
696,Full Time,Under Graduate,8.0,3K-7K,Car Loan,INR 50K and below,3 - 4 members,0.0,3,Sales,0,1
697,Full Time,Post Graduate,2.0,3K-7K,Housing Loan,INR 5L - INR 15L,5 & Above members,1.0,3,Secured Business Loan,1,1
698,Full Time,Under Graduate,6.0,Above 10K,Personal Loan,INR 2L - INR 5L,5 & Above members,2.0,2,Sales,0,1
699,Full Time,Under Graduate,4.0,3K-7K,MSME / SME Loan,INR 5L - INR 15L,3 - 4 members,0.0,2,Secured Business Loan,1,1
700,Full Time,Under Graduate,1.2,7K-10K,Personal Loan,INR 5L - INR 15L,1 - 2 members,1.0,2,Sales,0,1
701,Full Time,Others,3.0,3K-7K,Housing Loan,INR 5L - INR 15L,5 & above members,1.0,6,Affordable Housing,0,1
702,Full Time,Under Graduate,6.2,Less than 3K,Others,Fresher,5 & Above members,1.0,3,Budget Housing,1,1
703,Full Time,Under Graduate,0.0,Nil,Housing Loan,INR 10L and above,5 & Above members,1.0,0,Affordable Housing,0,1
704,Full Time,Under Graduate,3.0,3K-7K,Others,INR 5L - INR 15L,3 - 4 members,1.0,3,Affordable Housing,0,1
705,Full Time,Under Graduate,7.0,Above 10K,Car Loan,INR 2L - INR 5L,3 - 4 members,1.0,3,Sales,1,1
706,Full Time,Under Graduate,6.5,Above 10K,Housing Loan,INR 15L and above,5 & Above members,1.0,5,Mass Affluent Housing,0,1
707,Full Time,Under Graduate,6.0,Above 10K,Others,INR 15L and above,3 - 4 members,3.0,1,Mass Affluent Housing,1,0
708,Part Time,Others,13.0,Above 10K,Housing Loan,INR 5L - INR 15L,3 - 4 members,0.0,3,Secured Business Loan,0,1
709,Full Time,Under Graduate,3.0,3K-7K,Housing Loan,INR 5L - INR 15L,5 & Above members,1.0,4,Mass Affluent Housing,0,0
710,Full Time,Under Graduate,11.0,7K-10K,Car Loan,INR 15L and above,5 & Above members,1.0,5,Sales,1,1
711,Full Time,Under Graduate,0.0,Nil,Housing Loan,Fresher,5 & Above members,2.0,3,Mass Affluent Housing,0,1
712,Part Time,Under Graduate,6.0,Above 10K,MSME / SME Loan,INR 5L - INR 15L,5 & Above members,3.0,0,Business Loans,0,1
713,Full Time,Under Graduate,4.0,3K-7K,Others,INR 2L - INR 5L,3 - 4 members,2.0,2,Secured Business Loan,0,1
714,Full Time,Post Graduate,3.6,7K-10K,Personal Loan,INR 5L - INR 15L,1 - 2 members,2.0,2,Secured Business Loan,0,1
715,Full Time,Post Graduate,3.0,7K-10K,Others,INR 50K - INR 2L,3 - 4 members,1.0,2,Mass Affluent Housing,0,1
716,Full Time,Post Graduate,1.5,Above 10K,MSME / SME Loan,INR 15L and above,3 - 4 members,0.0,4,Business Loans,1,1
717,Full Time,Under Graduate,1.0,Above 10K,MSME / SME Loan,INR 5L - INR 15L,5 & Above members,2.0,6,Business Loans,0,1
718,Full Time,Under Graduate,5.0,3K-7K,Housing Loan,INR 5L - INR 15L,3 - 4 members,0.0,3,Affordable Housing,0,1
719,Full Time,Post Graduate,4.5,Above 10K,Personal Loan,INR 15L and above,3 - 4 members,1.0,3,Sales,1,1
720,Full Time,Under Graduate,0.0,Above 10K,Housing Loan,INR 50K and below,5 & Above members,1.0,5,Mass Affluent Housing,1,1
721,Full Time,Post Graduate,5.0,Above 10K,Car Loan,INR 5L - INR 15L,1 - 2 members,1.0,2,Sales,1,1
722,Full Time,Under Graduate,2.0,Nil,Personal Loan,INR 5L - INR 15L,3 - 4 members,1.0,2,Sales,0,1
723,Full Time,Under Graduate,2.0,3K-7K,Personal Loan,INR 10L and above,5 & Above members,1.0,0,Sales,1,1
724,Full Time,Post Graduate,2.0,Above 10K,Housing Loan,INR 15L and above,3 - 4 members,3.0,0,Mass Affluent Housing,0,1
725,Full Time,Under Graduate,5.0,3K-7K,Others,INR 15L and above,3 - 4 members,0.0,3,Affordable Housing,0,1
726,Full Time,Under Graduate,5.0,7K-10K,MSME / SME Loan,INR 2L - INR 5L,3 - 4 members,1.0,3,Mass Affluent Housing,1,1
727,Full Time,Under Graduate,4.0,Above 10K,Housing Loan,INR 15L and above,3 - 4 members,4.0,4,Affordable Housing,0,1
728,Full Time,Under Graduate,1.01,3K-7K,Housing Loan,INR 15L and above,5 & Above members,0.0,3,Affordable Housing,0,1
729,Full Time,Under Graduate,4.0,Less than 3K,Housing Loan,INR 2L - INR 5L,3 - 4 members,2.0,2,Affordable Housing,0,1
730,Full Time,Under Graduate,3.833333333,Above 10K,Housing Loan,INR 10L and above,5 & Above members,1.0,2,Mass Affluent Housing,1,1
731,Full Time,Post Graduate,4.0,7K-10K,MSME / SME Loan,INR 2L - INR 5L,5 & Above members,1.0,5,Secured Business Loan,0,0
732,Full Time,Under Graduate,1.0,7K-10K,Housing Loan,INR 15L and above,5 & Above members,2.0,3,Affordable Housing,0,1
733,Full Time,Under Graduate,0.0,Above 10K,Loan Against Property,INR 10L and above,3 - 4 members,1.0,4,Secured Business Loan,1,1
734,Full Time,Under Graduate,9.0,7K-10K,Car Loan,INR 50K and below,3 - 4 members,2.0,2,Sales,0,0
735,Full Time,Under Graduate,4.0,Above 10K,Others,INR 50K - INR 2L,5 & Above members,2.0,5,Mass Affluent Housing,0,1
736,Full Time,Under Graduate,5.0,Less than 3K,CASA Account,INR 50K - INR 2L,3 - 4 members,1.0,2,Sales,1,1
737,Full Time,Under Graduate,1.5,Above 10K,MSME / SME Loan,INR 50K - INR 2L,1 - 2 members,1.0,2,Secured Business Loan,1,1
738,Full Time,Post Graduate,5.0,7K-10K,Housing Loan,INR 15L and above,5 & Above members,0.0,5,Affordable Housing,1,1
739,Full Time,Post Graduate,9.0,Nil,Others,INR 50K - INR 2L,1 - 2 members,2.0,3,Mass Affluent Housing,0,1
740,Full Time,Under Graduate,3.0,3K-7K,Personal Loan,INR 2L - INR 5L,3 - 4 members,0.0,2,Mass Affluent Housing,0,1
741,Full Time,Under Graduate,5.0,Above 10K,MSME / SME Loan,INR 15L and above,3 - 4 members,1.0,4,Secured Business Loan,1,1
742,Full Time,Under Graduate,0.0,Above 10K,Housing Loan,INR 50K and below,3 - 4 members,1.0,2,Mass Affluent Housing,1,1
743,Full Time,Under Graduate,5.0,Above 10K,MSME / SME Loan,INR 15L and above,3 - 4 members,1.0,2,Sales,1,1
744,Full Time,Post Graduate,5.0,Above 10K,Car Loan,INR 15L and above,3 - 4 members,1.0,3,Mass Affluent Housing,1,1
